"cid","age","job","marital","education","default","balance","housing","loan"
"C10725",45,"housemaid","married","1","no",938,"no","no"
"C10727",36,"entrepreneur","married","3","no",3057,"no","no"
"C10729",33,"self-employed","married","3","no",6,"no","no"
"C10741",39,"management","married","2","no",2445,"no","no"
"C10742",54,"technician","married","3","no",417,"yes","no"
"C10743",45,"management","married","3","no",1847,"no","no"
"C10744",57,"admin.","divorced","1","no",987,"no","no"
"C10747",38,"entrepreneur","married","2","no",-272,"no","yes"
"C10753",30,"self-employed","divorced","2","no",92,"yes","no"
"C10758",49,"blue-collar","married","2","no",-55,"no","no"
"C10759",38,"blue-collar","married","1","no",1262,"no","no"
"C10766",50,"blue-collar","married","","no",1537,"no","no"
"C10767",45,"blue-collar","married","1","no",866,"no","no"
"C10771",38,"services","married","2","no",1313,"no","no"
"C10776",48,"blue-collar","married","1","no",0,"no","no"
"C10779",55,"technician","married","1","no",1498,"no","yes"
"C10780",39,"admin.","single","3","no",2600,"yes","no"
"C10781",50,"retired","married","1","no",1098,"no","no"
"C10786",52,"technician","married","","no",562,"no","no"
"C10789",41,"technician","married","2","no",1385,"no","no"
"C10790",41,"management","married","3","no",676,"no","no"
"C10793",60,"management","married","1","no",0,"no","no"
"C10794",48,"admin.","single","2","no",-58,"no","no"
"C10795",55,"technician","married","3","no",2512,"yes","no"
"C10796",61,"retired","married","2","no",296,"no","no"
"C10799",39,"blue-collar","married","1","no",1564,"no","no"
"C10801",42,"entrepreneur","married","3","no",1654,"no","no"
"C10804",50,"admin.","married","2","yes",-437,"yes","yes"
"C10805",49,"services","married","2","no",494,"no","no"
"C10806",41,"management","married","3","no",1234,"no","no"
"C10813",57,"retired","married","1","no",7938,"no","no"
"C10820",37,"services","single","2","no",3,"no","no"
"C10821",55,"housemaid","divorced","1","no",2014,"no","no"
"C10823",50,"blue-collar","married","1","no",2190,"no","no"
"C10830",46,"housemaid","divorced","1","no",2291,"no","no"
"C10832",59,"housemaid","divorced","2","no",0,"no","no"
"C10834",44,"blue-collar","married","1","no",-82,"no","yes"
"C10835",45,"blue-collar","married","1","no",4696,"no","no"
"C10836",41,"blue-collar","married","2","no",475,"yes","no"
"C10841",38,"services","married","1","no",175,"no","no"
"C10842",49,"retired","single","1","no",25824,"no","no"
"C10844",44,"housemaid","married","3","no",460,"no","no"
"C10846",46,"housemaid","married","1","no",17,"no","no"
"C10854",46,"management","married","2","no",5559,"no","no"
"C10855",36,"blue-collar","married","1","no",214,"no","no"
"C10862",37,"self-employed","single","3","no",1116,"no","no"
"C10867",51,"housemaid","divorced","1","no",336,"no","no"
"C10868",47,"","married","","no",1728,"no","no"
"C10872",40,"technician","divorced","3","no",0,"no","no"
"C10877",48,"management","divorced","3","no",4961,"yes","no"
"C10880",40,"admin.","married","2","no",35,"no","no"
"C10881",58,"blue-collar","married","2","no",544,"no","no"
"C10886",36,"blue-collar","single","1","no",2491,"no","yes"
"C10888",53,"blue-collar","married","2","no",1653,"no","no"
"C10890",46,"","single","2","no",0,"no","no"
"C10896",48,"blue-collar","married","2","no",1562,"no","no"
"C10899",44,"blue-collar","married","2","no",1678,"yes","no"
"C10905",45,"housemaid","married","1","no",3,"yes","yes"
"C10908",36,"management","married","3","no",531,"yes","no"
"C10913",37,"blue-collar","married","2","no",647,"yes","no"
"C10919",43,"blue-collar","married","1","no",103,"yes","no"
"C10920",48,"management","single","3","no",1437,"yes","yes"
"C10922",46,"services","married","2","no",0,"no","no"
"C10924",60,"housemaid","married","1","no",352,"no","yes"
"C10926",42,"self-employed","married","3","no",753,"no","no"
"C10927",40,"blue-collar","married","1","no",-158,"yes","yes"
"C10933",46,"blue-collar","married","2","no",7,"no","no"
"C10934",54,"retired","single","2","no",515,"yes","no"
"C10939",36,"admin.","single","2","no",787,"no","no"
"C10942",40,"management","married","2","no",752,"no","yes"
"C10943",36,"blue-collar","divorced","1","no",553,"no","no"
"C10945",50,"management","married","3","no",557,"yes","no"
"C10949",38,"technician","single","3","no",110,"no","no"
"C10952",59,"retired","married","2","no",3,"no","no"
"C10959",59,"retired","married","2","no",2703,"no","yes"
"C10961",41,"blue-collar","married","1","no",402,"no","no"
"C10966",57,"services","married","2","no",2745,"yes","no"
"C10968",55,"services","married","2","no",752,"no","no"
"C10971",40,"management","married","2","no",106,"no","no"
"C10976",31,"services","married","2","no",440,"yes","no"
"C10984",40,"housemaid","married","1","no",322,"no","no"
"C10988",44,"blue-collar","single","1","no",99,"no","no"
"C10995",49,"unemployed","married","2","no",4110,"no","no"
"C10999",38,"blue-collar","married","1","no",265,"no","no"
"C11000",36,"housemaid","married","1","no",758,"no","no"
"C11001",43,"housemaid","single","1","no",1354,"no","no"
"C11008",51,"technician","married","3","no",1911,"yes","yes"
"C11009",51,"self-employed","divorced","3","no",5244,"no","no"
"C11012",38,"unemployed","married","2","no",926,"no","no"
"C11021",37,"management","single","3","yes",-25,"no","no"
"C11024",39,"entrepreneur","married","2","no",156,"no","yes"
"C11028",38,"services","single","","no",1610,"yes","no"
"C11033",46,"blue-collar","divorced","1","no",358,"no","no"
"C11035",55,"management","married","3","no",913,"no","no"
"C11036",59,"entrepreneur","divorced","","no",0,"no","no"
"C11037",58,"housemaid","married","1","no",3957,"no","no"
"C11038",39,"blue-collar","married","1","no",1551,"no","no"
"C11042",52,"technician","married","2","no",1490,"no","yes"
"C11043",56,"blue-collar","married","1","no",288,"no","no"
"C11051",35,"blue-collar","married","2","no",331,"yes","no"
"C11054",54,"services","married","2","no",468,"no","no"
"C11055",45,"management","married","3","no",3329,"no","no"
"C11059",51,"self-employed","married","1","no",307,"yes","yes"
"C11060",52,"management","married","3","no",502,"no","no"
"C11061",46,"management","divorced","3","no",25,"no","no"
"C11062",58,"housemaid","divorced","1","no",57,"no","no"
"C11064",27,"blue-collar","single","2","no",370,"yes","no"
"C11065",57,"blue-collar","married","1","no",4073,"no","no"
"C11066",42,"blue-collar","married","1","no",46,"yes","no"
"C11068",52,"management","married","3","no",7388,"no","yes"
"C11069",37,"technician","divorced","2","no",531,"no","no"
"C11070",48,"management","married","3","no",734,"yes","no"
"C11072",36,"blue-collar","married","2","no",2357,"yes","no"
"C11073",24,"technician","single","2","no",2355,"yes","no"
"C11076",35,"services","married","","no",0,"no","no"
"C11077",46,"retired","divorced","2","no",865,"no","no"
"C11078",57,"entrepreneur","divorced","3","no",873,"no","no"
"C11085",52,"retired","married","2","no",424,"no","no"
"C11089",49,"housemaid","married","1","no",434,"yes","yes"
"C11091",40,"technician","married","2","no",265,"no","no"
"C11095",48,"admin.","single","2","no",1253,"yes","no"
"C11097",45,"admin.","married","2","no",231,"yes","no"
"C11099",37,"blue-collar","married","2","no",1736,"no","yes"
"C11100",40,"self-employed","married","2","no",256,"no","no"
"C11104",45,"blue-collar","married","2","no",103,"no","no"
"C11107",37,"services","single","2","no",2657,"yes","no"
"C11108",37,"blue-collar","single","2","no",415,"no","no"
"C11113",51,"housemaid","married","1","no",1093,"no","yes"
"C11114",54,"housemaid","married","1","no",3151,"no","no"
"C11120",39,"self-employed","single","3","no",426,"no","no"
"C11123",36,"unemployed","divorced","2","no",8267,"no","no"
"C11127",51,"management","married","1","no",192,"no","no"
"C11128",51,"services","divorced","2","no",9,"no","no"
"C11131",36,"","married","2","no",1370,"no","no"
"C11134",27,"technician","single","2","no",629,"yes","yes"
"C11135",56,"blue-collar","married","2","no",3760,"no","no"
"C11137",32,"services","married","2","no",201,"yes","no"
"C11138",26,"admin.","married","2","no",416,"yes","yes"
"C11140",39,"blue-collar","married","2","no",39,"yes","no"
"C11142",37,"blue-collar","married","2","no",10721,"yes","no"
"C11145",50,"admin.","married","2","no",311,"yes","yes"
"C11147",27,"admin.","married","2","no",-97,"yes","no"
"C11150",46,"management","single","3","no",46,"no","yes"
"C11153",44,"blue-collar","married","2","no",1147,"yes","no"
"C11157",45,"housemaid","married","3","no",143,"no","no"
"C11159",58,"retired","divorced","1","no",97,"no","no"
"C11164",60,"retired","married","2","no",1524,"no","no"
"C11166",57,"blue-collar","married","2","no",773,"yes","yes"
"C11171",40,"technician","married","3","no",397,"no","no"
"C11174",36,"management","single","3","no",391,"no","no"
"C11179",60,"retired","divorced","1","no",1582,"no","yes"
"C11180",44,"blue-collar","married","1","no",2791,"no","no"
"C11188",41,"management","single","3","no",11008,"no","no"
"C11190",46,"technician","married","2","no",179,"no","yes"
"C11191",55,"blue-collar","married","1","no",761,"no","no"
"C11192",38,"blue-collar","divorced","2","no",889,"no","yes"
"C11194",42,"technician","married","2","no",-813,"yes","no"
"C11196",60,"housemaid","married","1","no",0,"no","no"
"C11198",47,"retired","married","1","no",490,"yes","no"
"C11204",37,"self-employed","married","2","no",2235,"no","no"
"C11206",38,"student","single","","no",722,"no","no"
"C11210",37,"services","married","","no",-224,"no","no"
"C11213",44,"blue-collar","married","2","no",1025,"yes","no"
"C11214",35,"blue-collar","married","","no",1201,"no","no"
"C11215",44,"management","married","3","no",17361,"no","no"
"C11216",58,"housemaid","divorced","1","no",0,"no","no"
"C11217",56,"services","married","","no",616,"no","no"
"C11218",45,"management","divorced","3","no",959,"no","no"
"C11221",59,"retired","married","2","no",5744,"no","no"
"C11224",46,"blue-collar","divorced","1","no",2870,"no","no"
"C11232",48,"self-employed","single","","no",0,"no","no"
"C11236",53,"blue-collar","divorced","2","no",517,"yes","no"
"C11239",44,"blue-collar","single","","no",4330,"no","no"
"C11242",56,"blue-collar","divorced","2","no",486,"yes","no"
"C11246",52,"management","married","3","no",1147,"no","no"
"C11249",59,"blue-collar","married","","no",337,"no","no"
"C11250",35,"admin.","married","2","no",1476,"no","no"
"C11260",43,"housemaid","married","2","no",5233,"no","no"
"C11263",59,"retired","divorced","1","no",681,"no","yes"
"C11273",36,"student","single","","no",386,"no","no"
"C11285",44,"housemaid","single","1","no",1059,"no","no"
"C11287",36,"services","married","2","no",1024,"yes","no"
"C11289",42,"blue-collar","married","1","no",3,"no","no"
"C11293",41,"services","divorced","2","no",2769,"yes","no"
"C11294",41,"admin.","married","2","no",1245,"no","no"
"C11301",53,"management","married","3","no",694,"no","no"
"C11306",37,"services","divorced","1","no",0,"yes","no"
"C11312",60,"retired","married","1","no",415,"no","no"
"C11315",45,"services","single","2","no",359,"yes","no"
"C11320",44,"management","divorced","3","no",0,"no","no"
"C11321",38,"blue-collar","single","2","no",1121,"no","no"
"C11323",57,"","divorced","","no",4244,"no","no"
"C11327",49,"blue-collar","married","","no",507,"no","yes"
"C11330",59,"retired","married","1","no",1427,"no","no"
"C11332",39,"housemaid","single","1","no",1340,"no","no"
"C11336",32,"management","married","3","no",607,"yes","no"
"C11339",58,"housemaid","married","1","no",2387,"no","no"
"C11340",42,"services","married","2","no",3236,"no","no"
"C11345",47,"services","married","1","no",504,"no","yes"
"C11347",52,"admin.","married","2","no",0,"no","no"
"C11348",57,"housemaid","divorced","1","no",7451,"no","no"
"C11349",36,"admin.","married","2","no",542,"yes","no"
"C11351",44,"blue-collar","married","2","no",2092,"no","yes"
"C11353",39,"admin.","married","2","no",0,"no","no"
"C11355",60,"entrepreneur","married","1","no",987,"no","no"
"C11356",46,"","married","1","no",110,"no","no"
"C11361",42,"technician","married","2","no",370,"no","no"
"C11365",41,"services","married","2","no",7509,"no","no"
"C11367",60,"management","married","","no",6313,"no","no"
"C11368",54,"management","married","3","no",4112,"no","no"
"C11369",46,"housemaid","married","1","no",1188,"no","no"
"C11372",57,"unemployed","married","2","no",0,"no","no"
"C11377",51,"technician","divorced","2","no",107,"no","no"
"C11379",57,"retired","single","2","no",630,"no","no"
"C11387",45,"technician","married","3","no",3626,"no","no"
"C11392",58,"blue-collar","married","1","no",0,"yes","no"
"C11394",58,"retired","married","2","no",1463,"yes","no"
"C11396",41,"self-employed","single","","no",426,"yes","no"
"C11397",39,"services","married","3","no",16,"no","no"
"C11398",55,"technician","married","2","no",891,"no","no"
"C11400",40,"blue-collar","married","2","no",3316,"no","no"
"C11407",40,"self-employed","married","2","no",0,"no","no"
"C11412",44,"management","married","2","no",11972,"no","no"
"C11413",56,"technician","married","3","no",1663,"no","no"
"C11416",50,"management","married","3","no",4045,"no","no"
"C11422",57,"retired","married","2","no",712,"yes","yes"
"C11424",59,"retired","married","1","no",143,"yes","no"
"C11432",43,"admin.","married","2","no",1113,"no","no"
"C11434",36,"management","divorced","2","no",47,"no","no"
"C11440",38,"management","married","","no",3053,"no","no"
"C11447",37,"blue-collar","married","1","no",0,"yes","no"
"C11451",57,"admin.","single","2","no",5768,"yes","no"
"C11453",36,"unemployed","married","","no",1437,"no","no"
"C11457",37,"blue-collar","married","1","no",253,"yes","no"
"C11461",50,"admin.","divorced","","no",4204,"no","no"
"C11462",56,"retired","married","2","yes",101,"no","yes"
"C11464",48,"blue-collar","single","","no",2961,"no","no"
"C11465",51,"management","married","2","no",2604,"no","no"
"C11466",35,"management","single","3","no",2808,"yes","no"
"C11468",48,"self-employed","married","1","no",1204,"yes","no"
"C11473",38,"retired","single","","no",62,"no","no"
"C11477",56,"unemployed","married","2","no",216,"no","no"
"C11478",37,"technician","married","","no",47,"no","no"
"C11482",40,"blue-collar","married","1","no",2132,"no","no"
"C11483",55,"unemployed","single","1","no",10183,"no","no"
"C11484",47,"housemaid","married","1","no",823,"no","no"
"C11486",54,"retired","married","2","no",6449,"no","no"
"C11489",44,"technician","married","","no",1127,"yes","no"
"C11490",47,"unemployed","married","2","no",0,"no","no"
"C11499",45,"management","married","3","no",9711,"no","no"
"C11507",51,"management","married","3","no",3134,"no","no"
"C11512",52,"entrepreneur","married","3","no",0,"no","no"
"C11515",37,"admin.","married","2","no",0,"no","yes"
"C11519",38,"technician","married","2","no",634,"no","no"
"C11538",54,"housemaid","married","1","no",774,"no","no"
"C11539",39,"entrepreneur","married","3","no",6495,"no","no"
"C11541",46,"","single","","no",63,"no","no"
"C11552",57,"technician","married","2","no",461,"yes","no"
"C11556",55,"blue-collar","divorced","1","no",0,"no","no"
"C11557",49,"management","married","3","no",3022,"no","no"
"C11560",46,"housemaid","divorced","1","no",148,"no","no"
"C11561",47,"services","married","2","no",759,"yes","no"
"C11564",48,"services","divorced","1","no",-110,"no","yes"
"C11569",59,"housemaid","married","1","no",1071,"no","no"
